,city,developer,price,water-availability,status-of-electricity,furnishing,bedrooms,bathrooms,status,configuration,tower-and-unit-details,recommended-for,neighborhood,roads,safety,cleanliness,public-transport,parking,connectivity,traffic,school,restaurants,hospital,market,locality-rating,verified_id,capacity
311,Vadodara,NYSADevelopersLLP,15600000,Unfurnished,13,,3SeeDimensionsBedroom1166X143ftBedroom415X14ftBedroom3166X143ft,4,0,"3,4BHKFlat|3,4BHKPenthouse","6Towers,456Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
314,Vadodara,ShreeGaneshInfraHomes,5500000,No/RarePowercut,1,7,3,3,3,"CommercialOfficeSpace|4,3,4BHKFlat|CommercialShop","45Towers,619Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
313,Vadodara,ParkSpaceGroup,4440000,Vitrified,44HoursAvailable,Unfurnished,3SeeDimensionsBedroom1115X136ftBedroom4115X136ftBedroom3115X136ft,3,0,"3,4BHKVilla",450Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,4,4,43,1,4
314,Vadodara,TakshGroup,6500000,No/RarePowercut,4,,3SeeDimensionsBedroom1106X11ftBedroom4144X13ftBedroom3134X14ft,3,0,3BHKResidentialHouse,50Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,43,1,4
315,Vadodara,RaamaGroupandEmpireGroup,3500000,PR/GJ/VADODARA/VADODARA/Others/MAA08178/100341,"Garden/Park,MainRoad",1Covered,4SeeDimensionsBedroom111X10ftBedroom414X11ft,4,0,"4,3BHKFlat","5Towers,471Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,3,45,1,4
316,Vadodara,ManekRealty,4500000,44HoursAvailable,No/RarePowercut,Unfurnished,3,3,3,"4,3BHKFlat","3Towers,60Units","Retirees,,Family,,Couple,,",4,3,4,4,3,4,3,3,4,3,3,3,44,1,4
317,Vadodara,AadhyaBuildcon,3150000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,0,4BHKFlat,"4Towers,44Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,4,4,4,47,1,4
318,Vadodara,AristoGroup,4100000,No/RarePowercut,4,,3,3,0,"4,3BHKFlat|CommercialShowroom|CommercialShop","1Tower,88Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,4,4,4,47,1,4
319,Vadodara,PrathamEnterprises,3000000,No/RarePowercut,Unfurnished,,3,3,3,3BHKFlat,"8Towers,416Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,3,4,4,4,4,44,1,4
340,Vadodara,DarshanamGroup,14500000,44HoursAvailable,No/RarePowercut,,4,3,3,4BHKVilla,43Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
341,Vadodara,PavitraInfra,4430000,Vitrified,44HoursAvailable,4,3SeeDimensionsBedroom111X14ftBedroom411X14ftBedroom311X14ft,3,3,"3,4BHKFlat|4BHKPenthouse","10Towers,450Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,4,4,4,47,1,4
344,Vadodara,VihavGroup,6500000,4,Unfurnished,AestheticallydesignedlandscapegardenReservedParkingPowerBackUpMeditationAreaSwimmingPoolWasteDisposalGymnasiumSecurityIndoorGamesRoomLiftClubHouseViewallAmenities,3,3,0,"3,4BHKFlat|3,4,5BHKPenthouse","4Towers,96Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
343,Vadodara,ShreejiInfrastructure,16500000,Unfurnished,,ConvenienceLeisureEnvironmentSecuritySportsEarthquakeresistantPremiumbrandedfittingsMultipurposeHallBanquetHallParkROWaterSystemWasteDisposalIntercomFacilityVisitorParkingWaterStorageSecuritySwimmingPoolClubHouseRainWaterHarvestingPowerBackUp,4SeeDimensionsBedroom111X14ftBedroom4184X14ftBedroom3138X14ftBedroom4184X14ft,5,0,4BHKVilla,14Units,"Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,4,3,3,44,1,4
344,Vadodara,ShreenathGroup,6500000,No/RarePowercut,4,14,3,3,3,"4,3,4BHKFlat|4BHKPenthouse","4Towers,134Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,4,4,4,47,1,4
345,Vadodara,GGalaxyInfraspacePvtLtd,4500000,44HoursAvailable,No/RarePowercut,Unfurnished,3,3,0,"4,3BHKFlat","4Towers,94Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
346,Vadodara,ShreeGirirajDeveloper,8000000,Garden/Park,Vitrified,44HoursAvailable,4,4,0,"3,4BHKFlat","1Tower,50Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
347,Vadodara,PrideAssociates,6450000,44HoursAvailable,No/RarePowercut,Unfurnished,4,5,0,"4,3BHKFlat|4BHKPenthouse",4Towers,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
348,Vadodara,PacificaCompanies,7950000,North-EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,Garden/Park,44HoursAvailable,4SeeDimensionsBedroom1103X14ftBedroom4104X11ftBedroom310X131ftBedroom4135X155ft,4,1,4BHKVilla,644Units,"Retirees,,Family,,Couple,,",5,4,4,4,4,4,4,4,4,4,3,4,45,1,4
349,Ghaziabad,MahagunGroup,3860000,No/RarePowercut,4,31,4,4,0,"4,4BHKFlat","4Towers,917Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,3,4,4,3,4,45,1,4
330,Ghaziabad,PrateekGroup,3750000,44HoursAvailable,No/RarePowercut,48,4,4,3,"4,3BHKFlat","44Towers,4508Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,46,1,4
331,Ghaziabad,RightMoveEstates,48000000,No/RarePowercut,Semi-Furnished,,5,3,3,"1,4,3,4,5BHKBuilderFloorApartment","10Towers,50Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
334,Ghaziabad,RishabhGroup,9090000,No/RarePowercut,Furnished,,3,3,3,"1,4,3,4BHKFlat","14Towers,1650Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
333,Ghaziabad,SayaHomesPvtLtd,41300000,No/RarePowercut,Unfurnished,,4,4,3,"4,3,4BHKFlat","8Towers,1640Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
334,Ghaziabad,AegisHomes,3370000,No/RarePowercut,Unfurnished,,4SeeDimensionBedroom115X14ft,4,0,"4,3,4BHKFlat","3Towers,750Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
335,Ghaziabad,T&TGroup,11800000,44HoursAvailable,No/RarePowercut,Semi-Furnished,3SeeDimensionsBedroom111X13ftBedroom411X13ftBedroom311X16ft,4,0,"3,4BHKFlat","5Towers,740Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,46,1,4
336,Ghaziabad,ShreeeEnergyGroup,4490000,No/RarePowercut,1,14,4,4,0,"1,4,3,4BHKFlat","4Towers,419Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,3,4,45,1,4
337,Ghaziabad,ApexGroup,48300000,44HoursAvailable,No/RarePowercut,,4,4,0,"3,4BHKFlat","4Towers,494Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
338,Ghaziabad,ATSInfrastructureLtd,7440000,No/RarePowercut,4,,3SeeDimensionBedroom115X14ft,3,0,3BHKFlat,"14Towers,788Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
339,Ghaziabad,T&TGroup,9480000,No/RarePowercut,4,,3,3,0,"3,4BHKFlat","5Towers,740Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,46,1,4
340,Ghaziabad,ATSInfrastructureLtd,6900000,44HoursAvailable,No/RarePowercut,Unfurnished,3,3,0,3BHKFlat,"14Towers,788Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
341,Ghaziabad,ShubhGrahHomes,16100000,No/RarePowercut,1,4,4SeeDimensionsBedroom115X14ftBedroom415X11ftBedroom315X13ftBedroom416X11ft,4,3,"1,4,3,4BHKBuilderFloorApartment","1Tower,40Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
344,Ghaziabad,WaveCity,4630000,44HoursAvailable,No/RarePowercut,14,4SeeDimensionBedroom114X10ft,4,3,"4,3BHKFlat","14Towers,900Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
343,Ghaziabad,ABACorp,14800000,Vitrified,44HoursAvailable,4,3,3,3,"4,3BHKFlat|4BHKPenthouse","14Towers,896Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
344,Ghaziabad,SGEstatesPvtLtd,5830000,44HoursAvailable,No/RarePowercut,Semi-Furnished,3,4,0,"4,3BHKFlat|CommercialShop","5Towers,841Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,46,1,4
345,Ghaziabad,ApexGroup,5190000,44HoursAvailable,No/RarePowercut,Semi-Furnished,4,4,3,"4,3,4BHKFlat","7Towers,1174Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,46,1,4
346,Ghaziabad,PrateekGroup,6350000,4,Unfurnished,,3,4,3,"4,3BHKFlat","44Towers,4508Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,46,1,4
347,Ghaziabad,T&TGroup,6480000,North-EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,UPRERAPRJ17468,"CeramicTiles,Vitrified",3SeeDimensionsBedroom110X11ftBedroom410X14ftBedroom313X11ft,4,1,"3,4BHKFlat",400Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,46,1,4
348,Ghaziabad,ApexGroup,5090000,44HoursAvailable,No/RarePowercut,Unfurnished,4SeeDimensionsBedroom110X11ftBedroom410X14ft,4,3,"4,3,4BHKFlat","7Towers,1174Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,46,1,4
349,Ghaziabad,VasuInfrastructure,4300000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,"Garden/Park,Pool,MainRoad",44HoursAvailable,3SeeDimensionsBedroom110X14ftBedroom414X14ftBedroom310X10ft,4,1,"1,4,3,4BHKFlat","8Towers,944Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,3,4,45,1,4
350,Ludhiana,OmaxeLtd,14000000,UnderConstruction,Semi-Furnished,1,4,4,1,4BHKFlat,10Towers,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,3,4,46,1,4
351,Ludhiana,OmaxeLtd,10500000,"Pool,Garden/Park,MainRoad",NewConstruction,Freehold,3,3,3,4BHKFlat,10Towers,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,3,4,46,1,4
354,Ludhiana,OmaxeLtd,19000000,"MainRoad,Garden/Park,Pool","Vitrified,Wooden",Semi-Furnished,4,4,1,"3,4BHKFlat|4,5BHKPenthouse","7Towers,488Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,3,4,46,1,4
353,Nashik,ShreeLaxmiRealty,7450000,Vitrified,44HoursAvailable,1,3SeeDimensionsBedroom1139X104ftBedroom4139X104ftBedroom3139X104ftBedroom4139X104ft,3,3,"4,3,4BHKFlat","4Towers,33Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,3,4,47,1,4
354,Nashik,AshokaRealty,4470000,No/RarePowercut,4,,4,4,0,"4,3BHKFlat|CommercialShop","4Towers,183Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,4,4,44,1,4
355,Nashik,ParanjapeSchemesConstructionLtd,6300000,No/RarePowercut,4,,3,3,0,"1,4,3BHKFlat","3Towers,449Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,3,4,47,1,4
356,Nashik,OmBuildersandDevelopers,5500000,4,Unfurnished,,3,3,3,3BHKFlat,"1Tower,14Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,4,4,45,1,4
357,Nashik,AnmolNayantaraGroup,3700000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,P51600000445(TheprojecthasbeenregisteredviaMahaRERAregistrationnumber:P51600000445andisavailableonthewebsitehttps://mahareramahaonlinegovinunderregisteredprojects),"CeramicTiles,Granite,Marble,Vitrified",1SeeDimensionBedroom1136X108ft,4,1,"1,4,3BHKFlat","10Towers,645Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,3,4,47,1,4
358,Nashik,SamnaniGroup,6370000,WestTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,P51600046154(TheprojecthasbeenregisteredviaMahaRERAregistrationnumber:P51600046154andisavailableonthewebsitehttps://mahareramahaonlinegovinunderregisteredprojects),Vitrified,3SeeDimensionsBedroom110X14ftBedroom4144X115ftBedroom39X114ft,3,1,"4,3,4BHKFlat|3,4BHKPenthouse","5Towers,184Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,47,1,4
359,Nashik,EverestBuildconPvtLtd,5330000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,P51600043017(TheprojecthasbeenregisteredviaMahaRERAregistrationnumber:P51600043017andisavailableonthewebsitehttps://mahareramahaonlinegovinunderregisteredprojects),"CeramicTiles,Granite",3SeeDimensionsBedroom111X14ftBedroom414X10ftBedroom38X9ft,4,3,"4,3,4BHKFlat","4Towers,7Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
360,Nashik,ABHDevelopersPvtLtd,19400000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,0,"4,3,4BHKFlat","14Towers,940Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
361,Nashik,ARCHITGROUPBUILDERS&DEVELOPERS,41400000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,P51600049445(TheprojecthasbeenregisteredviaMahaRERAregistrationnumber:P51600049445andisavailableonthewebsitehttps://mahareramahaonlinegovinunderregisteredprojects),Vitrified,9SeeDimensionsBedroom1144X11ftBedroom4108X14ftBedroom3101X10ftBedroom496X10ftBedroom5144X11ftBedroom696X11ftBedroom7101X10ftBedroom8101X153ftBedroom9108X14ft,6,1,"3,4,6,7,9BHKFlat","4Towers,76Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
364,Nashik,KardaConstructionsLtd,5140000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,P51600006359(TheprojecthasbeenregisteredviaMahaRERAregistrationnumber:P51600006359andisavailableonthewebsitehttps://mahareramahaonlinegovinunderregisteredprojects),Vitrified,4SeeDimensionsBedroom110X14ftBedroom4104X147ft,4,0,"4,3,4BHKFlat","4Towers,348Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
363,Nashik,OmkarBuildcon,3640000,No/RarePowercut,4,,4,4,0,"4,3BHKFlat","3Towers,403Units","Retirees,,Family,,Couple,,",4,4,5,4,4,4,4,3,4,4,4,5,44,1,4
364,Nashik,ShilpaEstates,3100000,44HoursAvailable,No/RarePowercut,Unfurnished,4SeeDimensionsBedroom1106X106ftBedroom410X10ft,4,3,"1,4BHKFlat","4Towers,140Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
365,Nashik,KrrishGroupLandDevelopersandBuilders,3400000,44HoursAvailable,No/RarePowercut,Unfurnished,3,4,0,"CommercialOfficeSpace|4,3BHKFlat|CommercialShop","4Towers,176Units","Retirees,,Family,,Couple,,",4,4,5,4,4,4,4,3,4,4,4,5,44,1,4
366,Ranchi,JwalaDeviConstructionLLP,4430000,No/RarePowercut,3,9,3,4,0,"1,4,3BHKFlat","4Towers,90Units","Retirees,,Family,,Couple,,",3,4,3,4,4,4,4,4,4,3,4,3,41,1,4
367,Ranchi,TriveniRealtorsLLP,4480000,4,Unfurnished,,3SeeDimensionBedroom110X147ft,4,0,"4,3BHKFlat","4Towers,60Units","Retirees,,Family,,Couple,,",3,4,4,4,4,4,4,3,4,3,4,4,41,1,4
368,Ranchi,RKBuilderandDevelopers,4980000,4,Unfurnished,,4,1,0,"CommercialOfficeSpace|1,4,3,4BHKFlat|CommercialShowroom|4BHKResidentialHouse","4Towers,140Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,3,4,46,1,4
369,Ranchi,ResizoneGroup,6480000,No/RarePowercut,3,10,4,4,0,"1,4,3,4BHKFlat","3Towers,500Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,3,46,1,4
370,Ranchi,AashiyanaStarDevelopers,4660000,5,Unfurnished,MeditationAreaJoggingandStrollingTrackCCTVCameraWasteDisposalRainWaterHarvestingWaterStorageGymnasiumSecurityIndoorGamesRoomKidsplayareaBanquetHallPowerBackUpEarthquakeresistantParkIntercomFacilityLiftFireFightingEquipmentViewallAmenities,3SeeDimensionsBedroom110X14ftBedroom410X14ftBedroom311X14ft,4,0,"4,3BHKFlat","4Towers,94Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,3,3,45,1,4
371,Ranchi,EklavyaProjectsPvtLtd,4600000,No/RarePowercut,6,9,4SeeDimensionsBedroom110X14ftBedroom414X14ft,4,3,"4,3BHKFlat","4Towers,440Units","Retirees,,Family,,Couple,,",4,5,4,4,4,5,4,5,4,4,5,5,5,1,4
374,Ranchi,EktaContechPvtLtd,4440000,3,Unfurnished,,3,4,0,"4,3BHKFlat","4Towers,54Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,3,3,45,1,4
373,Ranchi,DivyaConstruction,5160000,JHARERA/PROJECT/997/4040,Garden/Park,44HoursAvailable,4SeeDimensionsBedroom110X14ftBedroom410X14ft,4,3,"4,3BHKFlat","3Towers,64Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,44,1,4
374,Ranchi,HomelineBuilder,5340000,4,Semi-Furnished,,3,4,0,"1,3BHKFlat","4Towers,415Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,44,1,4
375,Ranchi,NisithKeshariConstructionPvtLtd,3350000,No/RarePowercut,Unfurnished,,4,1,0,"4,3BHKFlat","1Tower,46Units","Retirees,,Family,,Couple,,",4,5,4,4,4,5,4,5,4,4,5,5,5,1,4
376,Ranchi,HindustanConstruction,3570000,4,Semi-Furnished,,3SeeDimensionsBedroom110X13ftBedroom411X13ftBedroom310X13ft,4,0,"4,3BHKFlat","1Tower,40Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,3,3,45,1,4
377,Ranchi,SriKrishnaCityHomes,6470000,No/RarePowercut,Unfurnished,,3,4,0,"4,3BHKFlat","4Towers,44Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
378,Faridabad,BhasinEstate&Construction,7000000,Unfurnished,,ParkSecurityLift,3,3,3,"4,3,4BHKFlat","1Tower,4Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,4,4,4,46,1,4
379,Faridabad,EssarGroup,4600000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,MainRoad,14HoursAvailable,3SeeDimensionsBedroom111X10ftBedroom411X10ftBedroom310X9ft,4,3,"4,3BHKBuilderFloorApartment","1Tower,14Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,46,1,4
380,Faridabad,RPSGroup,5400000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,MainRoad,44HoursAvailable,4SeeDimensionsBedroom114X13ftBedroom414X10ft,4,3,"4,3,4BHKFlat","47Towers,4300Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,4,4,46,1,4
