,city,developer,price,water-availability,status-of-electricity,furnishing,bedrooms,bathrooms,status,configuration,tower-and-unit-details,recommended-for,neighborhood,roads,safety,cleanliness,public-transport,parking,connectivity,traffic,school,restaurants,hospital,market,locality-rating,verified_id,capacity
0,Mumbai,ParadigmRealty&DotomRealty,13100000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,0,"1,4BHKFlat","6Towers,1000Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
1,Mumbai,SanduDevelopers,18700000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,P51800006033(TheprojecthasbeenregisteredviaMahaRERAregistrationnumber:P51800006033andisavailableonthewebsitehttps://mahareramahaonlinegovinunderregisteredprojects),"Mosaic,Vitrified,Wooden,CeramicTiles,Marble,NormalTiles/KotahStone,Granite,Marbonite",4SeeDimensionsBedroom114X10ftBedroom414X10ft,4,0,"1,4,3BHKFlat",144Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
4,Mumbai,AyodhyaConstructionsCo,17500000,No/RarePowercut,3,,3,4,0,"1,4,3BHKFlat","4Towers,416Units","Retirees,,Family,,Couple,,",4,4,4,3,4,3,4,3,4,3,4,4,41,1,5
3,Mumbai,RomellGroup,18900000,1Covered,44HoursAvailable,4,4,4,0,4BHKFlat,"1Tower,51Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
4,Mumbai,NRoseDevelopersPvtLtd,14900000,44HoursAvailable,No/RarePowercut,61,4,4,0,"4,3BHKFlat","4Towers,414Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
5,Mumbai,ApliteGroup,49700000,1Covered,44HoursAvailable,4,4,4,0,"1,4BHKFlat","3Towers,176Units","Family,,Couple,,SingleProfessionals,,",4,4,5,3,4,3,4,3,4,5,4,5,48,1,5
6,Mumbai,JE&VEEInfrastructure,1000000,No/RarePowercut,4,,1,4,0,"1,4BHKFlat","1Tower,54Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,5
7,Mumbai,JPInfra,15000000,No/RarePowercut,4,,3,3,0,"1,4,3BHKFlat","3Towers,554Units","Retirees,,Family,,Couple,,",4,4,4,4,5,4,5,4,4,4,4,5,5,1,4
8,Mumbai,NaharGroup,9990000,44HoursAvailable,No/RarePowercut,18,1,1,0,"1,4,3BHKFlat",3Towers,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
9,Mumbai,RightChannelConstructionPvtLtd,10100000,44HoursAvailable,No/RarePowercut,Unfurnished,1SeeDimensionBedroom196X10ft,4,0,"1,4BHKFlat","3Towers,170Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
10,Mumbai,PiramalRealty,15100000,No/RarePowercut,4,,4,4,0,"1,4,3,4,5BHKFlat|StudioApartment","4Towers,360Units","Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,3,4,4,4,4,46,1,4
11,Mumbai,AshwinShethGroupandEmamiGroup,43500000,No/RarePowercut,Unfurnished,,4,4,0,"4,3,4BHKFlat|3BHKResidentialHouse",3Towers,"Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,3,4,4,4,4,46,1,4
14,Mumbai,AvantGroup,17100000,44HoursAvailable,No/RarePowercut,43,4,4,0,"1,4,3,4BHKFlat","3Towers,94Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,4,4,43,1,4
13,Mumbai,BirlaEstates,99600000,44HoursAvailable,No/RarePowercut,65,4,3,0,"4,3,4BHKFlat",3Towers,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
14,Mumbai,PresconGroup,44500000,No/RarePowercut,4,,4,4,0,"1,4,3,4BHKFlat","1Tower,410Units","Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,3,4,4,4,4,45,1,5
15,Mumbai,SahakarCorporationBuilders&Developers,41400000,44HoursAvailable,No/RarePowercut,Unfurnished,4SeeDimensionBedroom1106X14ft,4,0,4BHKFlat,"1Tower,94Units","Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,3,4,4,4,4,45,1,4
16,Mumbai,MehtaGroupOfEnterprises,37600000,44HoursAvailable,No/RarePowercut,Semi-Furnished,3SeeDimensionsBedroom1137X114ftBedroom491X146ftBedroom31411X91ft,3,0,"1,4,3BHKFlat","1Tower,44Units","Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,3,4,4,4,4,46,1,4
17,Mumbai,SanghviRealty,57000000,44HoursAvailable,No/RarePowercut,43,3,4,3,"CommercialOfficeSpace|1,4,3BHKFlat","1Tower,33Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
18,Mumbai,TriumphBuildersLLP,44000000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,0,"4,3BHKFlat","4Towers,160Units","Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,3,4,4,4,4,45,1,4
19,Mumbai,LakandHanwareRealtyLLP,19000000,18,,GrandEntrancelobbySolarEnergyJoggingandStrollingTrackRainWaterHarvestingParkGymnasiumSecurityPipedGasKidsPlayAreaLiftFireFightingEquipmentVaastuCompliantViewallAmenities,4,4,0,"1,4BHKFlat","1Tower,140Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
40,Mumbai,AayushGroup,16500000,No/RarePowercut,4,,4,4,0,"1,4BHKFlat","1Tower,45Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
41,Mumbai,DOSTIREALTY,40600000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,0,"4,3,4BHKFlat","4Towers,1400Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,3,4,44,1,4
44,Mumbai,BirlaEstates,104400000,44HoursAvailable,No/RarePowercut,Semi-Furnished,4,5,0,"4,3,4BHKFlat",3Towers,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,6
43,Mumbai,RunwalDevelopers,41900000,44HoursAvailable,No/RarePowercut,Furnished,3,3,0,"4,3,4,5BHKFlat",5Towers,"Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,3,4,4,4,4,46,1,4
44,Mumbai,BirlaEstates,55300000,Vitrified,44HoursAvailable,Unfurnished,3,3,0,"4,3,4BHKFlat",3Towers,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
45,Mumbai,WindsorRealty,44000000,No/RarePowercut,4,33,5SeeDimensionsBedroom1146X149ftBedroom4146X149ftBedroom3148X139ftBedroom4131X17ft,5,3,"3,4,5BHKFlat|5,6BHKPenthouse","4Towers,400Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
46,Bangalore,SairamDwellingsPvtLtd,4610000,1Open,44HoursAvailable,3,4SeeDimensionBedroom11104X1104ft,4,0,"1,4,3BHKFlat","1Tower,168Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,4,4,44,1,4
47,Bangalore,CandeurConstructions,7600000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,0,"1,4,3BHKFlat","7Towers,1434Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,4,4,44,1,4
48,Bangalore,KeyaHomes,44400000,"Wooden,Marble",44HoursAvailable,1,5,5,3,4BHKFlat|4BHKVilla|5BHKPenthouse,50Units,"Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,3,4,3,4,4,44,1,4
49,Bangalore,MedaGroup,7940000,Vitrified,44HoursAvailable,4,3SeeDimensionsBedroom113X10ftBedroom413X10ftBedroom313X10ft,4,0,"4,3BHKFlat","3Towers,471Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
30,Bangalore,MantriDevelopersPvtLtd,10400000,No/RarePowercut,3,48,4SeeDimensionsBedroom1144X146ftBedroom4135X111ft,4,3,"4,3BHKFlat","6Towers,4700Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,3,4,44,1,4
31,Bangalore,HMConstructions,48000000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,3,"3,4BHKFlat","4Towers,80Units","Retirees,,Family,,Couple,,",4,3,4,4,4,3,4,3,4,4,4,4,44,1,4
34,Bangalore,AmshaVentures,11100000,"Vitrified,Marble",44HoursAvailable,4,4,4,3,"4,3BHKFlat","8Towers,434Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,47,1,4
33,Bangalore,BSCPLInfrastructureLtd,9680000,44HoursAvailable,No/RarePowercut,Unfurnished,3SeeDimensionBedroom114X14ft,3,0,"4,3,4BHKFlat","4Towers,199Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,3,4,3,4,4,44,1,4
34,Bangalore,GRConstructions,5080000,None,44HoursAvailable,4,4,4,0,"4,3BHKFlat","8Towers,414Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,3,3,43,1,4
35,Bangalore,DSMAXPropertiesPvtLtd,3900000,1Covered,44HoursAvailable,4,3,4,0,"4,3BHKFlat","4Towers,470Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
36,Bangalore,PrideandExpertPropertiesPrivateLimited,7500000,No/RarePowercut,Unfurnished,,4SeeDimensionBedroom1114X144ft,4,0,"4,3BHKFlat","4Towers,408Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
37,Bangalore,ArvindSmartSpacesLtd,9500000,44HoursAvailable,No/RarePowercut,Unfurnished,3,3,0,"4,3BHKFlat","4Towers,334Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,45,1,4
38,Bangalore,TheConcordeGroup,18400000,No/RarePowercut,Unfurnished,,4SeeDimensionsBedroom111X14ftBedroom410X11ftBedroom311X11ft,3,0,4BHKVilla,159Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,43,1,4
39,Bangalore,ColumbiaGroup,9460000,44HoursAvailable,No/RarePowercut,Unfurnished,4,3,0,"1,4,3,4BHKFlat","1Tower,165Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,46,1,4
40,Bangalore,BrightWaveProjectsPvtLtd,3300000,44HoursAvailable,No/RarePowercut,Unfurnished,4SeeDimensionBedroom110X11ft,4,0,"1,4,3BHKFlat","3Towers,444Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,44,1,4
41,Bangalore,AparnaConstructionsandEstatesPvtLtd,9800000,44HoursAvailable,No/RarePowercut,Unfurnished,3,4,3,"4,3BHKFlat","4Towers,446Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
44,Bangalore,RajaHousingLtd,9300000,Vitrified,44HoursAvailable,4,3,3,3,"1,4,3BHKFlat","9Towers,430Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
43,Bangalore,RenaissanceHoldings&DevelopersPvtLtd,9110000,44HoursAvailable,No/RarePowercut,Unfurnished,4SeeDimensionsBedroom114X14ftBedroom414X14ft,4,0,"4,3BHKFlat","5Towers,414Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
44,Bangalore,RJRishikaranProjectsPrivateLimited,16100000,Vitrified,44HoursAvailable,3,3SeeDimensionsBedroom115X13ftBedroom4143X136ftBedroom3136X11ftBedroom4119X136ft,3,0,"3,4BHKFlat|4BHKVilla","4Towers,171Units","Retirees,,Family,,Couple,,",4,3,4,4,4,4,4,3,4,3,4,4,43,1,4
45,Bangalore,TGDevelopers,7850000,Unfurnished,14,BarbequePitJoggingandStrollingTrackMeditationAreaSwimmingPoolIndoorGamesRoomGymnasiumKidsPlayAreaIndoorSquash&BadmintonCourtsClubHouseViewallAmenities,3,3,3,"4,3BHKFlat","4Towers,497Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
46,Bangalore,M1Homes,13800000,"Vitrified,Wooden,CeramicTiles,Granite",44HoursAvailable,Semi-Furnished,3SeeDimensionsBedroom114X11ftBedroom414X11ftBedroom314X11ft,3,3,3BHKVilla,103Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
47,Bangalore,EpitomeBuildersPvtLtd,14000000,44HoursAvailable,No/RarePowercut,Semi-Furnished,3SeeDimensionBedroom1114X1106ft,4,0,"4,3BHKFlat","4Towers,196Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,45,1,4
48,Bangalore,SMRHoldings,6500000,"Vitrified,CeramicTiles,Marble,Granite",44HoursAvailable,4,4SeeDimensionsBedroom116X11ftBedroom416X11ft,4,3,"4,3BHKFlat","3Towers,313Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,3,4,3,44,1,4
49,Bangalore,SashankConstructions,5130000,No/RarePowercut,Unfurnished,,4,4,3,"4,3BHKFlat","1Tower,155Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
50,Bangalore,CJNProperties,6540000,1,Unfurnished,,3,4,3,"4,3BHKFlat","3Towers,153Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,3,4,43,1,4
51,Hyderabad,JainConstructions,13600000,44HoursAvailable,No/RarePowercut,Unfurnished,3,3,3,"CommercialOfficeSpace|3,4BHKFlat",1Tower,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
54,Hyderabad,DhivyaShaktiGroup,13900000,No/RarePowercut,4,9,3,3,3,"4,3,4BHKFlat","11Towers,900Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
53,Hyderabad,AsrithasGroup,5840000,Vitrified,44HoursAvailable,4,4,4,0,"4,3BHKFlat","4Towers,794Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,48,1,4
54,Hyderabad,IraReality,10500000,No/RarePowercut,4,10,3,3,0,"4,3BHKFlat","5Towers,748Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,47,1,4
55,Hyderabad,MuppaProjectsIndiaPvtLtd,9430000,44HoursAvailable,No/RarePowercut,17,3,3,0,"4,3BHKFlat","7Towers,1054Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,3,4,4,46,1,4
56,Hyderabad,CybercityBuildersandDevelopersPvtLtd,14100000,No/RarePowercut,Unfurnished,,3SeeDimensionBedroom115X14ft,3,0,"4,3BHKFlat","3Towers,849Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,45,1,4
57,Hyderabad,HallmarkBuilders,10600000,"Vitrified,CeramicTiles,NormalTiles/KotahStone,Granite,Marbonite",44HoursAvailable,4,3SeeDimensionBedroom1113X143ft,3,0,"4,3BHKFlat","5Towers,678Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,3,4,4,45,1,4
58,Hyderabad,VasaviConstructions,4990000,No/RarePowercut,1,,4,4,0,"4,3BHKFlat",95Units,"Retirees,,Family,,Couple,,",4,4,4,4,5,5,4,4,4,4,4,4,46,1,4
59,Hyderabad,BhuvaTezaInfraProjectsLtd,3610000,Vitrified,None,No/RarePowercut,3,4,0,"4,3BHKFlat","6Towers,1400Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,3,46,1,4
60,Hyderabad,TripuraConstructions,9930000,No/RarePowercut,3,10,3SeeDimensionBedroom113X113ft,3,0,"4,3BHKFlat","6Towers,540Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,3,4,4,46,1,4
61,Hyderabad,SunyugaInfraPvtLtd,6800000,44HoursAvailable,No/RarePowercut,Unfurnished,3,3,0,"4,3BHKFlat","4Towers,140Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,46,1,4
64,Hyderabad,GiridhariConstructions,66500000,No/RarePowercut,Unfurnished,,4,4,0,"4,5BHKVilla",98Units,"Retirees,,Family,,Couple,,",4,3,4,4,4,4,4,4,4,4,4,4,44,1,4
63,Hyderabad,AparnaConstructionsandEstatesPvtLtd,34500000,Vitrified,44HoursAvailable,1,3SeeDimensionBedroom113X166ft,3,0,"3,4BHKFlat","6Towers,464Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,47,1,4
64,Hyderabad,BSCPLInfrastructureLtd,18300000,No/RarePowercut,4,44,3,3,0,"4,3,4,5BHKFlat","5Towers,886Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
65,Hyderabad,GiridhariHomesPvtLtd,14400000,44HoursAvailable,No/RarePowercut,14,3SeeDimensionBedroom114X15ft,3,0,3BHKFlat,"1Tower,416Units","Retirees,,Family,,Couple,,",4,3,4,4,4,4,4,4,4,4,4,4,44,1,4
66,Hyderabad,Urbanrise,6410000,No/RarePowercut,Unfurnished,,4,4,0,"4,3,4BHKFlat","5Towers,4600Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,3,4,45,1,4
67,Hyderabad,SikharaProjects,44500000,44HoursAvailable,No/RarePowercut,Unfurnished,3,3,3,3BHKFlat,"1Tower,40Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,47,1,4
68,Hyderabad,BeamsandColumnsBuildersPrivateLimited,8350000,No/RarePowercut,Unfurnished,,3,3,0,"4,3BHKFlat","4Towers,360Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,46,1,4
69,Hyderabad,InfocityBuilders,9880000,1Covered,44HoursAvailable,4,3,3,0,"4,3BHKFlat","1Tower,86Units","Family,,Couple,,Students,,",4,3,5,3,3,4,3,3,4,4,4,5,35,1,6
70,Hyderabad,SriMytriConstructionsandDevelopers,41000000,No/RarePowercut,Unfurnished,,3SeeDimensionBedroom116X166ft,3,0,3BHKVilla,113Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,3,3,44,1,4
71,Hyderabad,AakritiHousing,8830000,No/RarePowercut,Semi-Furnished,,4,4,3,"4,3BHKFlat","4Towers,404Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,3,4,4,46,1,4
74,Hyderabad,SMRBuildersPvtLtd,10400000,44HoursAvailable,No/RarePowercut,,3,4,0,"4,3,4BHKFlat",4Towers,"Retirees,,Family,,Couple,,",4,3,4,4,4,4,4,4,4,3,3,4,46,1,4
73,Hyderabad,GKRSPropertiesLLP,4560000,44HoursAvailable,No/RarePowercut,Unfurnished,1,1,0,"1,4,3BHKFlat","1Tower,60Units","Retirees,,Family,,Couple,,",4,3,4,4,4,4,4,4,4,3,3,4,46,1,4
74,Hyderabad,MaramInfraProjectsPvtLtd,4060000,44HoursAvailable,No/RarePowercut,Unfurnished,4SeeDimensionBedroom1144X154ft,4,0,"4,3BHKFlat","6Towers,370Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,3,4,46,1,4
75,Hyderabad,AspireSpacesPrivateLimited,7960000,No/RarePowercut,3,13,3SeeDimensionBedroom113X14ft,3,0,"4,3BHKFlat","9Towers,1066Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
76,Hyderabad,SplendeurProjects,5480000,No/RarePowercut,4,,4,4,3,"4,3,4BHKFlat","6Towers,480Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,46,1,4
77,Hyderabad,EmpireDeltaProjectsLLP,37100000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,3,"3,4BHKVilla",96Units,"Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,3,4,3,4,3,45,1,4
78,Ahmedabad,ShilpGroup,3890000,No/RarePowercut,4,14,4SeeDimensionsBedroom111X10ftBedroom410X145ft,4,0,4BHKFlat,10Towers,"Retirees,,Family,,Couple,,",4,3,4,4,3,4,3,4,4,3,3,3,43,1,4
79,Ahmedabad,SaralBuildcon,5070000,None,44HoursAvailable,4,3SeeDimensionBedroom114X10ft,4,0,"4,3BHKFlat","6Towers,436Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
80,Ahmedabad,RAJYASHPROCONLLP,34500000,No/RarePowercut,4,,5SeeDimensionsBedroom114X18ftBedroom414X14ftBedroom311X15ftBedroom411X15ftBedroom516X11ft,7,0,"4,5BHKFlat","10Towers,438Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,10
81,Ahmedabad,AviratInfrastructurePvtLtd,16600000,No/RarePowercut,4,14,4SeeDimensionsBedroom114X16ftBedroom4147X147ftBedroom313X14ftBedroom413X14ft,4,0,4BHKFlat,"4Towers,175Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,3,3,3,43,1,4
84,Ahmedabad,ArvindSmartSpacesLtd,3400000,1Covered,44HoursAvailable,4,4,4,0,4BHKFlat,"6Towers,515Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
83,Ahmedabad,AvishkarBuildconLLP,7660000,None,44HoursAvailable,4,3SeeDimensionBedroom113X10ft,3,0,"3,4BHKFlat","9Towers,430Units","Retirees,,Family,,Couple,,",4,4,4,3,4,4,4,3,4,4,4,4,44,1,4
84,Ahmedabad,ShreeRamInfrastructure,38100000,No/RarePowercut,4,14,5SeeDimensionBedroom110X40ft,4,0,"3,4,5BHKFlat","4Towers,70Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,5,3,4,4,4,4,49,1,4
85,Ahmedabad,PolarisGroup,9180000,44HoursAvailable,No/RarePowercut,13,3,3,0,"3,4BHKFlat","4Towers,96Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,44,1,4
86,Ahmedabad,GSGAbodeLLP,5790000,44HoursAvailable,No/RarePowercut,Unfurnished,3,3,0,3BHKFlat|CommercialShop,"14Towers,666Units","Retirees,,Family,,Couple,,",4,3,4,4,3,4,3,4,4,3,3,3,43,1,4
87,Ahmedabad,GaneshHousingCorporationLtd,7100000,44HoursAvailable,No/RarePowercut,Unfurnished,3,3,0,3BHKFlat,"4Towers,444Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,47,1,4
88,Ahmedabad,ShyamVijayInfrastructureLLP,9830000,No/RarePowercut,4,,3SeeDimensionBedroom114X10ft,3,0,3BHKFlat,"3Towers,164Units","Retirees,,Family,,Couple,,",4,4,4,4,5,4,5,4,5,4,5,4,45,1,4
89,Ahmedabad,SheetalInfrastructurePvtLtd,13400000,44HoursAvailable,No/RarePowercut,Unfurnished,3SeeDimensionBedroom111X14ft,3,3,"3,4BHKFlat","7Towers,346Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
90,Ahmedabad,AshapuraBuildcon,3440000,No/RarePowercut,4,11,4,4,0,4BHKFlat,"5Towers,440Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,45,1,4
91,Ahmedabad,ShaligramGroup,5000000,44HoursAvailable,No/RarePowercut,Unfurnished,4SeeDimensionsBedroom110X10ftBedroom413X10ft,4,0,"4,3BHKFlat","18Towers,994Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,3,4,4,4,4,46,1,4
94,Ahmedabad,RashmiEngiconPvtLtd,4100000,Unfurnished,,IndoorGamesRoomSecurityAEROBICSROOMKidsPlayAreaClubHouse,4,4,3,"1,4BHKFlat","8Towers,378Units","Retirees,,Family,,Couple,,",4,4,4,3,4,4,4,3,4,4,4,4,43,1,4
93,Ahmedabad,RajshreeDevelopers,6360000,44HoursAvailable,No/RarePowercut,Unfurnished,3SeeDimensionBedroom114X10ft,3,0,"4,3BHKFlat",4Towers,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
94,Ahmedabad,VivaanGroup,4730000,None,44HoursAvailable,4,3,3,0,"4,3BHKFlat",4Towers,"Family,,",4,5,4,4,4,4,5,4,4,4,5,4,45,1,4
95,Ahmedabad,GodrejProperties,5000000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,Garden/Park,44HoursAvailable,4SeeDimensionsBedroom110X11ftBedroom411X14ft,4,1,"1,4,3,4BHKFlat|4BHKPenthouse","7Towers,774Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,3,3,3,43,1,4
96,Ahmedabad,ShilpGroup,3800000,No/RarePowercut,4,,4SeeDimensionsBedroom111X10ftBedroom410X145ft,4,0,4BHKFlat,10Towers,"Retirees,,Family,,Couple,,",4,3,4,4,3,4,3,4,4,3,3,3,43,1,4
97,Ahmedabad,GodrejProperties,14000000,No/RarePowercut,4,,4SeeDimensionsBedroom110X14ftBedroom411X14ftBedroom314X14ftBedroom410X14ft,4,0,"1,4,3,4BHKFlat|4BHKPenthouse","7Towers,13000Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,47,1,4
98,Ahmedabad,StatusBuildcon,5500000,WestTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,ahmed,"CeramicTiles,Vitrified",4SeeDimensionsBedroom110X14ftBedroom414X10ft,4,3,"4,3BHKFlat","4Towers,184Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,4,4,4,46,1,4
99,Chennai,SPRIndia,18700000,44HoursAvailable,No/RarePowercut,Unfurnished,3SeeDimensionBedroom110X11ft,3,3,"4,3,4BHKFlat","3Towers,674Units","Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,3,4,4,4,4,44,1,4
100,Chennai,KGFoundationsPvtLtd,4880000,44HoursAvailable,No/RarePowercut,Semi-Furnished,4,4,0,4BHKFlat,"5Towers,494Units","Retirees,,Family,,Couple,,",4,3,4,4,4,4,4,3,4,4,4,4,43,1,4
101,Chennai,IshaHomesIndiaPrivateLimited,3850000,No/RarePowercut,Unfurnished,,4,4,0,"4,3BHKFlat","3Towers,143Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,4,4,44,1,4
104,Chennai,MAYANCESCONSTRUCTION&ENGINEERINGSERVICESPvtLtd,55000000,"Vitrified,CeramicTiles",44HoursAvailable,Unfurnished,5,5,3,"4,3BHKFlat|3,4,5BHKVilla",73Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,3,4,3,3,44,1,6
103,Chennai,AppaswamyRealEstatesLtd,31500000,No/RarePowercut,Unfurnished,,3,3,0,"4,3,4BHKFlat","4Towers,300Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
104,Chennai,ShriramPropertiesLtd,7870000,No/RarePowercut,4,13,4,4,3,"4,3,4BHKFlat","10Towers,883Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,4,4,44,1,4
105,Chennai,Urbanrise,3340000,44HoursAvailable,No/RarePowercut,4,4,4,3,"1,4,3BHKFlat|4BHKBuilderFloorApartment|StudioApartment","8Towers,1040Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,3,4,44,1,5
